# FILENAME: BasicDict-FRA-Freedom.tsv
# NAME-ENG: Basic French Freedom Dictionary, 10th Edition
# NAME-JPN: 基本辞書データ（フランス語、自由）第十版
# COPYRIGHT: None.
# LICENSE: The Unlicense
# NOTE: ABSOLUTELY NO WARRANTY. Based on https://github.com/hbenbel/French-Dictionary .
# DATE: 2021-12-13
Allemagne
aconitine
aconière
aconier
acoquinement
acore
acotylédone
acoumastique
acoumètre
acoumétrie
acouphène
acousmie
acousticienne
acousticien
acoustique
acquiescement
acquisition
acquit
acquittement
acquittée
acquitté
acquéresse
acquéreuse
acquéreur
acquêt
acra
acre
acridien
acridine
acrimonie
acrobate
acrobatie
acrocyanose
acrocéphalie
acrodermatite
acrodynie
acroléine
acromion
acromégalie
acron
acronyme
acronymie
acroparesthésie
acropathie
acrophobie
acropole
acrosine
acrosome
acrosport
acrostiche
acrotère
acrylamide
acrylate
acrylique
acrylonitrile
actance
actant
acte
actigramme
actine
actiniaire
actinide
actinidia
actinie
actinisme
actinite
actinium
actinobacillose
actinologie
actinomycine
actinomycose
actinomycète
actinomètre
actinométrie
actinopode
actinoptérygien
actinote
actinothérapie
action
actionnaire
actionnariat
actionnement
actionneur
actionnisme
activateur
activation
active
actif
activeur
activisme
activiste
activité
actrice
acteur
actu
actuaire
actualisation
actualisme
actualité
actuariat
actuation
actuelle
actuel
actée
actéon
acuité
acul
aculéate
acumen
acuponctrice
acuponcteur
acuponcture
acupunctrice
acupuncteur
acupuncture
acutance
acyclicité
acylation
acyle
acédie
acéphale
acéphalie
acéracée
acéricultrice
acériculteur
acériculture
acérola
acésulfame
acétabulaire
acétal
acétaldéhyde
acétalisation
acétamide
acétaminophène
acétanilide
acétate
acétification
acétimètre
acétobacter
acétocellulose
acétone
acétonurie
acétonémie
acétophénone
acétylation
acétylcellulose
acétylcholine
acétylcoenzyme
acétylcystéine
acétyle
acétylure
acétylène
acœlomate
adage
adagio
adamisme
adaptabilité
adaptation
adaptatrice
adaptateur
addenda
addendum
addiction
addictologie
addictologue
addisonienne
addisonien
addition
additionneuse
additionneur
additivité
adducteur
adduction
adduit
adelphophagie
adent
adeptat
adepte
adermine
aderne
adessif
adhérence
adhérente
adhérent
adhésion
adhésive
adhésif
adhésivité
adiabatisme
adiante
adiaphorie
adiaphorèse
adieu
adipeuse
adipeux
adipocyte
adipolyse
adipopexie
adipose
adiposité
adipsie
adjacence
adjectif
adjectivation
adjectivisation
adjointe
adjoint
adjonction
adjudante
adjudant
adjudicataire
adjudication
adjudicatrice
adjudicateur
adjuration
adjutrice
adjuteur
adjuvant
adjuvat
adlérienne
adlérien
adlérisme
adminicule
administration
administratrice
administrateur
administrée
administré
admiration
admiratrice
admirateur
admise
admis
admissibilité
admission
admittance
admixtion
admonestation
admonition
admonitrice
admoniteur
adnée
adné
ado
adobe
adolescence
adolescente
adolescent
adoption
adoptée
adopté
adoration
adoratrice
adorateur
adorée
adoré
adossement
adoubement
adoucissage
adoucissement
adoucisseur
adposition
adressage
adresse
adret
adrénaline
adrénolytique
adsorption
adstrat
adulaire
adulation
adulatrice
adulateur
adulescence
adulescente
adulescent
adulte
adultisme
adultère
adultération
adultérine
adultérin
advection
adventice
adventisme
adventiste
adverbe
adverbialité
adversaire
adversité
adynamie
adèle
adénine
adénite
adénocarcinome
adénogramme
adénomatose
adénome
adénomectomie
adénopathie
adénosine
adénoïdectomie
adéquation
aegagropile
aegipan
aegosome
aegyrine
aeschne
aeschnidé
aethuse
affabilité
affabulation
affabulatrice
affabulateur
affacturage
affadissement
affaiblissement
affaiblisseur
affaire
affairement
affairisme
affairiste
affaissement
affaitage
affaitement
affalement
affameuse
affameur
affamée
affamé
affanure
affect
affectataire
affectation
affection
affectivité
affectuosité
affenage
affermage
affermissement
affichage
affiche
affichette
afficheuse
afficheur
affichiste
affidavit
affidée
affidé
affilage
affileuse
affileur
affiliation
affiloir
affinage
affine
affin
affinement
affinerie
affineuse
affineur
affinité
affinoir
affiquet
affirmation
affirmative
affirmatif
affixation
affixe
affleurage
affleurement
affliction
affligée
affligé
affluence
affluent
affolement
affolée
affolé
afforestation
affouage
affouagiste
affouagée
affouagé
affouillement
affouragement
affranchie
affranchi
affranchissement
affranchisseuse
affranchisseur
affreuse
affreux
affriquée
affront
affrontement
affronteuse
affronteur
affrètement
affréteuse
affréteur
affublement
affusion
affut
affutage
affuteuse
affuteur
affutoir
affèterie
afféterie
affût
affûtage
affûteuse
affûteur
affûtoir
afghane
afghan
afghano-pakistanaise
afghano-pakistanais
afibrinogénémie
aficionado
aflatoxine
africaine
africain
africanisation
africanisme
africaniste
africanité
afrikaander
afrikander
afrikaner
afro-américaine
afro-américain
afro-asiatique
afro-beat
afro-brésilienne
afro-brésilien
afro-cubaine
afro-cubain
afrobeat
afrorock
aftershave
aga
agace
agace-pissette
agacement
agacerie
agacin
agalactie
agalaxie
agame
agami
agamidé
agamie
agammaglobulinémie
agamospermie
agamète
agapanthe
agape
agapète
agaric
agaricacée
agaricale
agaricinée
agarose
agasse
agate
agavacée
agave
agavé
age
agence
agencement
agenceuse
agenceur
agencière
agencier
agenda
agenouillement
agenouilliste
agenouilloir
agenouillée
agenouillé
agente
agent
ageratum
agger
aggiornamento
agglo
agglomérant
agglomérat
agglomération
aggloméré
agglutinante
agglutinant
agglutination
agglutinement
agglutinine
agglutinogène
aggravation
agha
agilité
agio
agiotage
agioteuse
agioteur
agissante
agissant
agissement
agitation
agitatrice
agitateur
agitée
agité
aglossa
aglycone
aglyphe
agnate
agnat
agnathe
agnation
agneau
agnelage
agnelet
agneline
agnelin
agnelle
agnosie
agnosique
agnosticisme
agnostique
agogique
agonie
agonique
agonisante
agonisant
agoniste
agora
agoraphobe
agoraphobie
agouti
agrafage
agrafe
agrafeuse
agrafeur
agrainage
agrammatisme
agrandissement
agrandisseuse
agrandisseur
agranulocytose
agraphie
agrarienne
agrarien
agresseuse
agresseur
agression
agressivité
agreste
agricultrice
agriculteur
agriculture
agrile
agrion
agriote
agripaume
agrippement
agritourisme
agro-alimentaire
agro-industrie
agroalimentaire
agrobiologie
agrobiologiste
agrocarburant
agrochimie
agrochimiste
agroclimatologie
agroforesterie
agrologie
agrométéorologie
agronome
agronomie
agropastoralisme
agropastoraliste
agropyrum
agrostide
agrosystème
agrotechnicienne
agrotechnicien
agrotourisme
agroville
agroéquipement
agrume
agrumiculture
agréage
agréation
agréeuse
agréeur
agrégat
agrégateur
agrégation
agrégative
agrégatif
agrégée
agrégé
agrément
aguardiente
aguerrissement
agueusie
agui
aguichage
aguiche
aguicheuse
aguicheur
agénésie
agérate
agératum
ahan
ahanement
ahurie
ahuri
ahurissement
aiche
aidante
aidant
aide
aide-mémoire
aigle
aiglefin
aiglette
aiglonne
aiglon
aigrefin
aigremoine
aigrette
aigret
aigreur
aigrie
aigri
aigrissement
aiguade
aiguage
aiguail
aiguillage
aiguillat
aiguille
aiguiller
aiguilleteuse
aiguilleteur
aiguillette
aiguilleuse
aiguilleur
aiguillier
aiguillon
aiguillonnement
aiguillot
aiguisage
aiguise-crayon
aiguisement
aiguiseuse
aiguiseur
aiguisoir
aiguière
ail
ailante
aile
ailerette
aileron
ailette
ailière
ailier
aillade
ailloli
aimant
aimantation
aimantin
aimée
aimé
aine
ainesse
ainée
ainé
air
airain
airbag
aire
airedale
airedale-terrier
airelle
airée
aisance
aise
aisseau
aisselier
aisselle
aisy
aitre
ajaccienne
ajaccien
ajonc
ajoupa
ajour
ajournement
ajout
ajustage
ajustement
ajusteuse
ajusteur
ajustoir
ajut
ajutage
akathisie
akinésie
akkadienne
akkadien
akvavit
akène
alabandine
alabandite
alabastre
alabastrite
alacrité
alaise
alambic
alandier
alanguissement
alanine
alaouite
alarme
alarmisme
alarmiste
alastrim
alaterne
albacore
albanaise
albanais
albanophone
alberge
albergier
albigeoise
albigeois
albinisme
albite
albuginée
albuginé
albugo
album
albumen
albumine
albuminoïde
albuminurie
albuminurique
albumose
albâtre
albédo
alcade
alcalescence
alcali
alcalimètre
alcalimétrie
alcalinisation
alcalinité
alcalose
alcaloïde
alcane
alcaptonurie
alcazar
alchimie
alchimiste
alchémille
alcool
alcoolat
alcoolate
alcoolature
alcoolier
alcoolification
alcoolique
alcoolisation
alcoolisme
alcoolo
alcoolodépendance
alcoolodépendante
alcoolodépendant
alcoologie
alcoologue
alcoolomanie
alcoolé
alcoolémie
alcoomètre
alcoométrie
alcootest
alcoran
alcoylation
alcoyle
alcyne
alcyon
alcyonaire
alcène
alcédinidé
alcée
alcôve
alderman
aldol
aldose
aldostérone
aldéhyde
ale
alentour
aleph
alerte
aleurite
aleurode
aleurone
alevin
alevinage
alevinière
alevinier
alexandra
alexandrin
alexandrinisme
alexie
alexine
alexithymie
alezane
alezan
alfa
alfange
alfénide
algarade
algazelle
algidité
algie
alginate
algine
algocultrice
algoculteur
algoculture
algodystrophie
algologie
algologue
algonkine
algonkin
algonquine
algonquin
algorithme
algorithmie
algorithmique
algothérapie
alguazil
algue
algèbre
algébricité
algébrisation
algébriste
algérianisme
algérienne
algérien
algéroise
algérois
alibi
aliboufier
alicament
alicante
alidade
alien
alignement
aligneuse
aligneur
aligot
aligoté
aliment
alimentation
alimentatrice
alimentateur
alinéa
aliquote
alise
alisier
alismacée
alisme
alitement
alitée
alité
alizari
alizarine
alizier
alizé
aliénabilité
aliénataire
aliénation
aliénatrice
aliénateur
aliéniste
aliénée
aliéné
alkylant
alkylat
alkylation
alkyle
alkékenge
allache
allaitement
allante
allant
allantoïde
allemande
allemand
aller
allergie
allergologie
allergologiste
allergologue
allergène
alleu
alleutier
alliacée
alliacé
alliage
alliaire
alliance
alligator
allitération
alliée
allié
alloc
allocataire
allocation
allocentrisme
allochtone
allocutaire
allocution
allodynie
allogamie
allogreffe
allogène
allomorphe
allométrie
allonge
allongement
allopathe
allopathie
allophone
allopurinol
allosaure
allostérie
allotissement
allotrope
allotropie
alluchon
allumage
allume-cigare
allume-feu
allumetière
allumetier
allumette
allumettière
allumettier
allumeuse
allumeur
allumoir
allumée
allumé
allure
allusion
alluvion
alluvionnement
allyle
allylène
allèchement
allègement
allèle
allène
allée
allégation
allégeance
allégement
allégorie
allégorisme
allégoriste
allégresse
allégretto
allégro
allélopathie
alléluia
almageste
almanach
almandine
almandin
almasilicium
almasilium
almicantarat
almée
almélec
alogie
alogique
alopécie
alose
alouate
alouette
alourdissement
aloyau
alpaga
alpage
alpe
alpenstock
alpha
alphabet
alphabète
alphabétisation
alphabétiseuse
alphabétiseur
alphabétisme
alpinisme
alpiniste
alpiste
alsacienne
alsacien
altercation
altermondialisation
altermondialisme
altermondialiste
alternance
alternat
alternateur
alternative
alternatif
alternostat
altesse
althæa
althéa
althée
altimètre
altimétrie
altiport
altise
altiste
altitude
alto
altruisme
altéa
altérabilité
altération
altérite
altérité
alu
alucite
alule
aluminage
aluminate
alumine
aluminerie
aluminiage
aluminier
aluminium
aluminosilicate
aluminothermie
alumnat
alun
alunage
alunissage
alunite
alvéole
alvéolite
alya
alysse
alyte
alène
alèse
aléa
alémanique
aléoute
aléoutienne
aléoutien
alépine
alépin
alérion
alésage
aléseuse
aléseur
alésoir
alêne
amabilité
amadou
amadouvier
amaigrissement
amalgamation
amalgame
amandaie
amande
amanderaie
amandier
amandine
amanite
amante
amant
amarantacée
amarante
amareyeuse
amareyeur
amarinage
amarrage
amarre
amaryllidacée
amassette
amasseuse
amasseur
amateurisme
amathie
amatrice
amateur
amaurose
amazone
amazonite
ambassade
ambassadrice
ambassadeur
ambiance
ambianceuse
ambianceur
ambidextre
ambidextrie
ambiguïté
ambigüité
ambisexuée
ambisexué
ambitieuse
ambitieux
ambition
ambivalence
amble
amblyope
amblyopie
amblyoscope
amblystome
ambon
ambre
ambrette
ambroisie
ambulacre
ambulance
ambulancière
ambulancier
ambulante
ambulant
ambulateur
ambulation
amenage
amende
amendement
amenokal
amentifère
amenuisement
amer
amerloque
amerrissage
amertume
ameublement
ameublissement
ameutement
amiante
amiantose
amibe
amibiase
amibienne
amibien
amicale
amical
amicalisme
amicaliste
amicalité
amict
amide
amidification
amidon
amidonnage
amidonnerie
amidonnière
amidonnier
amidopyrine
amidure
amie
ami
amigne
amimie
amination
amincissement
amine
amino-acide
aminoacide
aminoplaste
aminoside
amiralat
amirale
amiral
amirauté
amish
amitié
amitose
ammocète
ammodyte
ammonal
ammoniac
ammoniaque
ammonisation
ammonite
ammonitrate
ammonium
ammoniurie
ammophile
amniocentèse
amnioscopie
amniote
amnistie
amnistiée
amnistié
amnésie
amnésique
amochée
amoché
amodiataire
amodiation
amodiatrice
amodiateur
amoindrissement
amok
amollissement
amome
amoncellement
amoncèlement
amont
amoralisme
amoralité
amorce
amorceuse
amorceur
amorphe
amorphisme
amorti
amortissement
amortisseur
amorçage
amorçoir
amour
amourette
amoureuse
amoureux
amovibilité
amphi
amphiarthrose
amphibie
amphibienne
amphibien
amphibole
amphibologie
amphibraque
amphictyon
amphictyonie
amphigouri
amphigourisme
amphimixie
amphipode
amphiprion
amphisbène
amphistome
amphistère
amphithéâtre
amphitryon
ampholyte
amphore
amphorisque
amphotère
amphétamine
ampleur
ampli
ampliation
ampliative
ampliatif
amplification
amplificatrice
amplificateur
ampliforme
amplitude
ampoule
amputation
amputée
amputé
ampèreheure
ampèremètre
ampélographe
ampélographie
ampélologie
ampérage
ampérométrie
amulette
amure
amusante
amusant
amuse-bouche
amuse-gueule
amusement
amusette
amuseuse
amuseur
amusie
amuïssement
amygdale
amygdalectomie
amygdalienne
amygdalien
amygdaline
amygdalite
amylase
amyle
amylobacter
amyloplaste
amylose
amyloïde
amylène
amyotrophie
amélanche
amélanchier
améliorante
améliorant
amélioration
aménagement
aménageuse
aménageur
aménagiste
aménité
aménokal
aménorrhée
américaine
américain
américanisation
américanisme
américaniste
américano-australienne
américano-australien
américano-britannique
américano-canadienne
américano-canadien
américano-danoise
américano-danois
américano-iranienne
américano-iranien
américano-irlandaise
américano-irlandais
américano-israélienne
américano-israélien
américano-mexicaine
américano-mexicain
américano-néerlandaise
américano-néerlandais
américano-néo-zélandaise
américano-néo-zélandais
américano-russe
américano-turque
américano-turc
américanophile
américium
amérindianisme
amérindianiste
amérindienne
amérindien
améthyste
amétropie
an
ana
anabaptisme
anabaptiste
anabolisme
anabolite
anacardiacée
anacardier
anachorète
anachorétisme
anachronisme
anacoluthe
anaconda
anacrouse
anacyclique
anadiplose
anafront
anagenèse
anaglyphe
anagnoste
anagogie
anagrammatisme
anagrammatiste
anagramme
analecte
analemme
analepse
analgie
analgésie
analgésique
analité
analogie
analogisme
analogon
analogue
analphabète
analphabétisme
analycité
analysante
analysant
analyse
analyseur
analyste
analysée
analysé
analyticité
analytique
anamnèse
anamorphe
anamorphose
anamorphoseur
anapeste
anaphase
anaphore
anaphorèse
anaphrodisie
anaphylaxie
anaplasie
anaplastie
anapside
anar
anarchie
anarchisme
anarchiste
anarcho-capitalisme
anarcho-capitaliste
anarcho-syndicalisme
anarcho-syndicaliste
anarchocapitalisme
anarchocapitaliste
anarchosyndicalisme
anarchosyndicaliste
anarthrie
anasarque
anastigmat
anastomose
anastrophe
anathème
anathématisation
anatidé
anatife
anatocisme
anatolienne
anatolien
anatomie
anatomiste
anatomo-pathologie
anatomo-pathologiste
anatomopathologie
anatomopathologiste
anatopisme
anatoxine
anavenin
anaérobie
anaérobiose
anaérocombustion
ancestralité
anche
anchoïade
ancienne
ancien
ancienneté
ancolie
ancrage
ancre
ancrure
ancêtre
andain
andalou
andalouse
andalousite
andante
andantino
andine
andin
andorrane
andorran
andouille
andouiller
andouillette
andrinople
androconie
androcée
androgenèse
androgyne
androgynie
androgène
androgénie
andrologie
andrologue
androlâtre
androlâtrie
andromède
andropause
androphobie
androsace
androstérone
androïde
andrène
andésine
andésite
anecdote
anecdotière
anecdotier
anencéphale
anencéphalie
anergie
anesthésie
anesthésiologie
anesthésiologiste
anesthésiste
anesthésiée
anesthésié
aneth
aneurine
anfractuosité
angarie
ange
angelet
angelot
angemme
angenne
angevine
angevin
angiectasie
angine
angineuse
angineux
angio-œdème
angiocardiographie
angiocholite
angiogenèse
angiographie
angiologie
angiologue
angiomatose
angiome
angioplastie
angiosarcome
angioscopie
angiosperme
angiotensine
angiotensinogène
anglaise
anglais
angle
angledozer
angledozeur
anglet
anglicane
anglican
anglicanisme
angliche
anglicisation
anglicisme
angliciste
anglo-allemande
anglo-allemand
anglo-américaine
anglo-américain
anglo-arabe
anglo-australienne
anglo-australien
anglo-autrichienne
anglo-autrichien
anglo-belge
anglo-brésilienne
anglo-brésilien
anglo-bulgare
anglo-canadienne
anglo-canadien
anglo-chinoise
anglo-chinois
anglo-danoise
anglo-danois
anglo-espagnole
anglo-espagnol
anglo-irakienne
anglo-irakien
anglo-iranienne
anglo-iranien
anglo-irlandaise
anglo-irlandais
anglo-israélienne
anglo-israélien
anglo-italienne
anglo-italien
anglo-japonaise
anglo-japonais
anglo-normande
anglo-normand
anglo-norvégienne
anglo-norvégien
anglo-néerlandaise
anglo-néerlandais
anglo-pakistanaise
anglo-pakistanais
anglo-polonaise
anglo-polonais
anglo-portugaise
anglo-portugais
anglo-russe
anglo-saxonne
anglo-saxon
anglo-suisse
anglo-suédoise
anglo-suédois
anglo-tchèque
anglo-égyptienne
anglo-égyptien
anglomane
anglomanie
anglophile
anglophilie
anglophobe
anglophobie
anglophone
angoisse
angoisseuse
angoisseux
angoissée
angoissé
angolaise
angolais
angon
angor
angora
angström
angstrœm
anguille
anguillule
anguillère
angulation
angusticlave
angustura
angusture
angéiologie
angéiologue
angéite
angélisme
angélologie
angéologie
anhidrose
anhydrase
anhydride
anhydrite
anhydrobiose
anhédonie
anhélation
anhépatie
anicroche
anidrose
aniline
anilisme
animadversion
animal
animalcule
animalerie
animalisation
animalisme
animalité
animalière
animalier
animation
animatique
animatrice
animateur
animelle
animisme
animiste
animosité
animé
anion
aniridie
anisakiase
anisette
anisocorie
anisocytose
anisogamie
anisole
anisotonie
anisotropie
anisée
ankylosaure
ankylose
ankylostome
ankylostomiase
ankylostomose
annaliste
annalistique
annalité
annamite
anneau
annelet
annexe
annexion
annexionnisme
annexionniste
annexite
annihilation
anniversaire
annonacée
annonce
annonceure
annonceuse
annonceur
annonciation
annonciatrice
annonciateur
annoncière
annoncier
annone
annotation
annotatrice
annotateur
annuaire
annualité
annuité
annulabilité
annulaire
annulation
annulatrice
annulateur
année
annélide
anoblissement
anode
anodisation
anodiseuse
anodiseur
anodonte
anodontie
anomalie
anomaloscope
anomie
anomère
anonacée
anone
anonymat
anonyme
anonymisation
anophèle
anorak
anorexie
anorexigène
anorexique
anorgasmie
anormale
anormal
anormalité
anorthite
anorthose
anorthosite
anosmie
anosognosie
anoure
anovulation
anoxie
anoxémie
anse
anspect
anspessade
ansériforme
ansérine
antagonisme
antagoniste
antalgie
antalgique
antamanide
antanaclase
ante
antenaise
antenais
antennate
antenne
antenniste
antennule
anthocyane
anthologie
anthoméduse
anthonome
anthozoaire
anthracite
anthracnose
anthracose
anthracosilicose
anthracène
anthraquinone
anthropisation
anthropobiologie
anthropocentrisme
anthropocentriste
anthropocène
anthropogenèse
anthropogénie
anthropologie
anthropologiste
anthropologue
anthropomorphe
anthropomorphisation
anthropomorphisme
anthropomorphiste
anthropométrie
anthroponyme
anthroponymie
anthropophage
anthropophagie
anthropophilie
anthropopithèque
anthroposophe
anthroposophie
anthropotechnie
anthropotechnique
anthropozoonose
anthropoïde
anthrène
anthère
anthèse
anthéridie
anthérozoïde
anti-enzyme
anti-impérialisme
anti-impérialiste
anti-inflammatoire
anti-sionisme
anti-sioniste
anti-œstrogène
antiabolitionniste
antiacarien
antiacnéique
antialcoolisme
antialiasing
antiaméricaine
antiaméricain
antiaméricanisme
antiatome
antiautomorphisme
antibiogramme
antibiorésistance
antibiothérapie
antibiotique
antiblocage
antibrouillage
antibrouillard
antibélier
anticalcaire
anticapitalisme
anticapitaliste
anticasseur
anticathode
anticatholique
antichambre
anticholinergique
antichrist
antichrèse
antichrétienne
antichrétien
anticipation
anticléricale
anticlérical
anticléricalisme
anticodon
anticolonialisme
anticolonialiste
anticomanie
anticommunisme
anticommuniste
anticonformisme
anticonformiste
anticorpuscule
anticrènelage
anticrénelage
anticyclone
antidiabétique
antidiurétique
antidote
antidouleur
antidreyfusarde
antidreyfusard
antidémarrage
antidéplacement
antidépresseur
antidérivation
antienne
antienzyme
antiesclavagiste
antiestrogène
antifading
antifascisme
antifasciste
antiferment
antiferromagnétisme
antiferroélectricité
antifongique
antifrançaise
antifrançais
antifriction
antifumée
antiféminisme
antiféministe
antigel
antigravitation
antigravité
antiguaise
antiguais
antigène
antihalo
antihistaminique
antihydrogène
antihypertenseur
antiimpérialisme
antiimpérialiste
antiinflammatoire
antijeu
antilibérale
antilibéral
antilibéralisme
antillaise
antillais
antillanisme
antilogarithme
antilogie
antilope
antimatière
antimilitarisme
antimilitariste
antimite
antimoine
antimonarchiste
antimondialisation
antimondialiste
antimoniate
antimoniure
antimusulmane
antimusulman
antimycosique
antiméridien
antinataliste
antinationalisme
antinationaliste
antinazie
antinazi
antinazisme
antineutrino
antineutron
antinomie
antinucléaire
antioncogène
antioxydant
antipape
antiparasitage
antiparasitaire
antiparasite
antiparlementarisme
antiparticule
antipathie
antipatinage
antipatriote
antipatriotisme
antipelliculaire
antiphonaire
antiphrase
antipode
antipodisme
antipodiste
antipoison
antipollupostage
antiprotectionniste
antiproton
antiprotéase
antipsychiatre
antipsychiatrie
antipsychotique
antipyrine
antiquaille
antiquaire
antiquark
antique
antiquité
antiracisme
antiraciste
antirationalisme
antireflet
antiretour
antiride
antiripage
antirouille
antirépublicaine
antirépublicain
antirétroviral
antirévolutionnaire
antisatellite
antisepsie
antiseptique
antisionisme
antisioniste
antislash
antislash
antispasmodique
antispécisme
antispéciste
antistatique
antistrophe
antisèche
antiségrégationniste
antisémite
antisémitisme
antiséparatif
antisérum
antiterminaison
antiterrorisme
antithermique
antithyroïdien
antithèse
antitoxine
antitrypsine
antiviral
antivol
antiâge
antiémétique
antiépileptique
antiœstrogène
antonomase
antonyme
antonymie
antre
antrustion
antéchrist
antécédence
antécédente
antécédent
antéfixe
antéhypophyse
antémémoire
antéposition
antépulsion
antépénultième
antérieure
antérieur
antériorité
antéversion
anurie
anversoise
anversois
anxieuse
anxieux
anxiolytique
anxiété
anéantissement
anémie
anémique
anémographe
anémomorphose
anémomètre
anémone
anémophilie
anévrisme
anévrysme
aoriste
aorte
aortite
aout
aoutage
aoutat
aoutement
aouteron
aoutienne
aoutien
août
aoûtage
aoûtat
aoûtement
aoûteron
aoûtienne
aoûtien
apache
apagogie
apaisement
apanage
apanagiste
apartheid
aparté
apathie
apatite
apatosaure
apatride
apatridie
apepsie
aperception
aperture
aperçu
apesanteur
aphakie
aphasie
aphasique
aphidien
aphonie
aphorisme
aphrodisiaque
aphrodisie
aphrodite
aphte
aphélie
aphémie
aphérèse
api
apicale
apical
apicultrice
apiculteur
apiculture
apidologie
apidé
apiol
apion
apiphobie
apiquage
apithérapie
apitoiement
