# FILENAME: BasicDict-JPN-Kana-Kotowaza.tsv
# NAME-ENG: Japanese Kana Kotowaza Sub-Dictionary, 12th Edition
# NAME-JPN: 二重マス用ことわざカナ辞書　第十二版
# COPYRIGHT: (C) 2013-2022 katahiromz.
# LICENSE: MIT
# NOTE: ABSOLUTELY NO WARRANTY.
# DATE: 2022-06-20
ああいえばこういう
しゅんみんあかつきをおぼえず
しょうじきものがばかをみる
しょうじにめあり
しょうじんかんきょしてふぜんをなす
しょうそくをたつ
しょうにあう
しょうねんおいやすくがくなりがたし
しょくしゅをのばす
しょしんわするべからず
しらぬがほとけ
しるひとぞしる
しろくろをつける
しんけいをとがらせる
しんさんをなめる
しんぞうがよわい
しんぞうにけがはえている
しんとうをめっきゃくすればひもまたすずし
しんなくばたたず
じごくのさたもかねしだい
じじつはしょうせつよりもきなり
じだんだをふむ
じゃまがはいる
じゅうじかをせおう
じゅうばこのすみをつつく
じゆうかしか
じょうきをいっする
じんじをつくしててんめいをまつ
すいぎょのまじわり
すいもあまいもかみわける
すがたをけす
すきこそもののじょうずなれ
すぎたるはなおおよばざるがごとし
すずめのなみだ
すてるかみあればひろうかみあり
すねをかじる
すべてのみちはローマにつうず
すみにおけない
すめばみやこ
ずがたかい
ずにのる
せいがでる
せいだくあわせのむ
せいてはことをしそんじる
せいてんのへきれき
せいをだす
せきまつをけがす
せきをいれる
せけんはひろいようでせまい
せすじがこおる
せなかをおう
せにはらはかえられない
せわがやける
せんてをうつ
せんどうおおくしてふねやまにのぼる
せんりのみちもいっぽから
ぜんはいそげ
そうぞうがつく
そうはとんやがおろさない
そこがわれる
そこにやまがあるから
そこをうつ
そしりをまぬがれない
そでにする
そとぼりをうめる
そなえあればうれいなし
そりがあわない
それごらん
それでもちきゅうはうごいている
そんしてとくとれ
そんなこととはつゆしらず
たいかいのいってき
たいがんのかじ
たいこばんをおす
たいざんめいどうしてねずみいっぴき
たいどがおおきい
たかみのけんぶつ
たからのもちぐされ
たかをくくる
たががゆるむ
たけをわったよう
たげいはむげい
たざんのいし
たぜいにぶぜい
たたけばほこりがでる
ただよりたかいものはない
たつとりあとをにごさず
たでくうむしもすきずき
たなからぼたもち
たなにあげる
たにんのそらに
たびのはじはかきすて
たびはみちづれよはなさけ
たましいがふるえる
たまったものではない
たまにきず
たまのこしにのる
ためになる
たもとをわかつ
たるをしる
たんかをきる
たんきはそんき
だいはしょうをかねる
だそく
だだをこねる
ちえがまわる
ちえをかりる
ちえをしぼる
ちからつきる
ちからをあわせる
ちからをかす
ちがさわぐ
ちがにじむよう
ちきゅうはあおかった
ちでちをあらう
ちとなりにくとなる
ちはあらそえない
ちはちからなり
ちもなみだもない
ちゅうにうく
ちゅうもんをつける
ちょうさんぼし
ちょうしがいい
ちょうしにのる
ちょうしをあわせる
ちりもつもればやまとなる
ちんもくはきんゆうべんはぎん
つきとすっぽん
つけがまわる
つじつまがあう
つみをにくんでひとをにくまず
つらのかわがあつい
つるのひとこえ
つるはせんねんかめはまんねん
てきにしおをおくる
てきはほんのうじにあり
てだまにとる
てつはあついうちにうて
てとりあしとり
てにあせをにぎる
てにおえない
てのひらをかえす
てもあしもでない
てんにつばする
てんはにぶつをあたえず
てんはひとのうえにひとをつくらずひとのしたにひとをつくらず
てんはみずからたすくるものをたすく
てんをあおぐ
できないそうだん
でるくいはうたれる
でるまくではない
とうだいもとくらし
ときはかねなり
ところかわればしなかわる
としがあける
としをこす
としをとる
とっくのむかし
とっぴょうしもない
とてつもない
とどまるところをしらない
となりのしばふはあおい
とびがたかをうむ
とぶとりあとをにごさず
とぶとりをおとすいきおい
とほうもない
とらぬたぬきのかわざんよう
とらのいをかるきつね
とらのおをふむ
とりはだがたつ
とるにたりない
とんでひにいるなつのむし
とんびがたかをうむ
どぎもをぬく
どくをもってどくをせいす
どこのうまのほね
どじをふむ
どっちもどっち
どろぼうをとらえてなわをなう
どんぐりのせいくらべ
ないそではふれない
ないてばしょくをきる
なかずとばず
なかったことにする
ながいものにはまかれろ
なきっつらにはち
なくてななくせ
なさけはひとのためならず
なせばなる
ななころびやおき
なのりをあげる
なはたいをあらわす
なまびょうほうはおおけがのもと
なまむぎなまごめなまたまご
なみだがちょちょぎれる
なみにのる
ならうよりなれろ
なをけがす
なんじのてきをあいせよ
なんじみずからをしれ
なんとかして
にかいからめぐすり
にがおもい
にがしたさかなはおおきい
にくまれっこよにはばかる
にげるがかち
にとをおうものはいっとをもえず
にどあることはさんどある
にのあしをふむ
にるなりやくなり
にんげんばんじさいおうがうま
ぬかにくぎ
ぬすっとたけだけしい
ぬすびとにおいせん
ぬれぎぬをきせる
ぬれてであわ
ねがったりかなったり
ねこにこばん
ねこのてもかりたい
ねっしやすくさめやすい
ねつがさめる
ねみみにみず
ねんきがはいる
ねんぐのおさめどき
のうあるたかはつめをかくす
のうみそがたりない
のこりものにふくがある
のぞむところ
のどからてがでる
のどもとすぎればあつさをわすれる
のれんにうでおし
のれんをわける
はいすいのじん
はかりにかける
はがたたない
はくしにもどす
はくしゃがかかる
はぐるまがかみあわない
はしがころんでもおかしいとしごろ
はしごがはずされる
はじのうわぬり
はじめあるものはかならずおわりあり
はじをかく
はたらかざるものくうべからず
はたをふる
はちくのいきおい
はとがまめでっぽうをくったよう
はないきがあらい
はながきく
はなしにならない
はなしにはながさく
はなでわらう
はなよりだんご
はやいものがち
はやおきはさんもんのとく
はらがくろい
はらがたつ
はらがへってはいくさはできぬ
はらにすえかねる
はらのむしがおさまらない
はらわたがにえかえる
はんでおしたよう
ばかとはさみはつかいよう
ばかにする
ばかにならない
ばけのかわをはがす
ばんじきゅうす
ひくにひけない
ひたいにあせする
ひつぜつにつくしがたい
ひつようははつめいのはは
ひとあわふかせる
ひとかわむける
ひとことおおい
ひとつやねのした
ひとのうわさもしちじゅうごにち
ひとのくちにはとがたてられない
ひとのふりみてわがふりなおせ
ひとはなさけ
ひとはみかけによらぬもの
ひとめにつく
ひとをのろわばあなふたつ
ひのうちどころがない
ひのないところにけむりはたたぬ
ひびがはいる
ひゃくがいあっていちりなし
ひゃくぶんはいっけんにしかず
ひゃくもしょうち
ひょうたんからこまがでる
ひんすればどんする
びんぼうひまなし
ふううんきゅうをつげる
ふうふげんかはいぬもくわない
ふえふけどもおどらず
ふくすいぼんにかえらず
ふくはうちおにはそと
ふくろのねずみ
ふぐはくいたしいのちはおしし
ふこうちゅうのさいわい
ふたつとない
ふたつにひとつ
ふところがさびしい
ふところがさむい
ふにおちない
ふひょうをかう
ふもんにふす
ふゆきたりなばはるとおからじ
ふりだしにもどる
ふるきをたずねあたらしきをしる
ふろしきをひろげる
ふんだりけったり
ぶしににごんなし
ぶしはくわねどたかようじ
ぶたにしんじゅ
ぶたもおだてりゃきにのぼる
へいこうせんをたどる
へいわにたいするつみ
へたなてっぽうもかずうちゃあたる
へたのかんがえやすむににたり
へたのよこずき
へでもない
へともおもわない
べんけいのなきどころ
ぺんはけんよりもつよし
ほおがおちる
ほしのかずほど
ほたるのひかりまどのゆき
ほっぺたがおちる
ほとけになる
ほとけのかおもさんどまで
ほねおりぞんのくたびれもうけ
ほねがおれる
ほらをふく
ほんきにする
ほんきになる
ぼうにふる
ぼろがでる
ぼんとしょうがつがいっしょにきたよう
まいきょにいとまがな・い
まかぬたねははえぬ
まくがあがる
まさるともおとらない
まずかいよりはじめよ
またたくま
またとない
まっかなうそ
まないたのこい
まにうける
まねかれざるきゃく
まるくおさめる
まんざらでもない
みいらとりがみいらになる
みかけによらない
みからでたさび
みがきがかかる
みがもたない
みぎにでるものがない
みざるきかざるいわざる
みずごころあればうおごころ
みずとあぶら
みずにながす
みちがひらける
みつごのたましいひゃくまで
みてはごくらくすんではじごく
みにおぼえがある
みにおぼえのない
みのけがよだつ
みのちぢむおもい
みのるほどあたまのさがるいなほかな
みのるほどこうべをたれるいなほかな
みはてぬゆめ
みみにたこができる
みむきもしない
みもふたもない
みゃくがある
みゃくがない
みるときくとはおおちがい
むかうところてきなし
むかしはむかしいまはいま
むしずがはしる
むじゅん
むちのち
むねがあつくなる
むねがさわぐ
むねがしめつけられる
むりがとおればどうりひっこむ
むりもない
めからうろこがおちる
めがさめる
めがしらがあつくなる
めがてんになる
めがとびでる
めがまわる
めくそはなくそをわらう
めだまがとびでる
めどがつく
めにあまる
めにはあおばやまほととぎすはつがつお
めにふれる
めのうえのこぶ
めのさめるよう
めはくちほどにものをいう
めぼしがつく
もうはまだなりまだはもうなり
もくずときえる
もずのはやにえ
もちはもちや
もとのさやにおさまる
もとのもくあみ
もともこもない
ものいえばくちびるさむしあきのかぜ
ものごころがつく
もみじのようなて
ももくりさんねんかきはちねん
もろはのつるぎ
もんだいにならない
やきがまわる
やくにたつ
やけいしにみず
やすかろうわるかろう
やすものかいのぜにうしない
やせのおおぐい
やせるおもい
やぶをつついてへびをだす
やまいはきから
やまたかければたにふかし
やまといえばかわ
ゆうべんにものがたる
ゆきやこんこ
ゆだんたいてき
ゆだんもすきもない
ゆみずのようにつかう
ゆめかうつつか
ゆめのあと
ゆりかごからはかばまで
よけいなおせわ
よだれがでる
よねんがない
よのなかはひろいようでせまい
よもすえ
よらばたいじゅのかげ
よりがもどる
よわりめにたたりめ
よんでじのごとし
らいねんのことをいえばおにがわらう
らくあればくあり
りょうてにはな
るいせんがゆるむ
るいはともをよぶ
れきしはくりかえす
れっかのごとく
ろうおおくしてこうすくなし
ろとうにまよう
ろれつがまわらない
ろんごよみのろんごしらず
ろんよりしょうこ
ろーまはいちにちにしてならず
わかいときのくろうはかってでもせよ
わきがあまい
わたるせけんにおにはない
わなにおちる
わなにかかる
わらいがとまらない
わらうかどにはふくきたる
わるいじょうだん
われかんせず
われなべにとじぶた
われにかえる
わをもってとうとしとなす
コップのなかのあらし
コロンブスのたまご
ゴールネットをゆらす
スイッチがはいる
スクラムをくむ
スープのさめないきょり
タオルをなげる
タッチのさ
ハードルがたかい
バスにのりおくれる
ピンからキリまで
ピントがはずれる
ブルータスおまえもか
ブレーキがきかない
ペンはけんよりもつよし
ボタンのかけちがい
